,name,vn_kv,type,x,y,coords
436,cn-cable3338178-t2,11.0,b,152.915526,-31.4688834,
437,cubicle38012,11.0,b,152.92129,-31.4694277,
438,node69936185,11.0,b,152.921743,-31.4692912,
439,node59312978,11.0,b,152.922368,-31.4684424,
440,cn-cable3339099-t2,11.0,b,152.911065,-31.4679634,
441,cubicle50571,11.0,b,152.920804,-31.4715438,
442,node60264186,11.0,b,152.893774,-31.4624144,
443,cn-cable3336402-t2,11.0,b,152.921953,-31.4714111,
444,node237087015,11.0,b,152.915574,-31.4655334,
445,cn-geo_schematic_cable69622-t1,11.0,b,152.914663,-31.4667523,
446,cn-cable3338489-t2,11.0,b,152.904861,-31.4642541,
447,cn-cable3338477-t2,11.0,b,152.905527,-31.4653943,
448,cn-cable3341611-t2,11.0,b,152.894294,-31.4624288,
449,cubicle38030,11.0,b,152.922284,-31.4711959,
450,node23226227,11.0,b,152.920073,-31.4682914,
451,cn-simulated23232416_101377-t2,11.0,b,152.895961,-31.4663873,
452,node23107372,11.0,b,152.911245,-31.4669782,
453,node153774263,11.0,b,152.922836,-31.4687401,
454,cubicle45950,11.0,b,152.915665,-31.4682904,
455,node67194656,11.0,b,152.9048,-31.464137,
456,node84338536,11.0,b,152.919017,-31.4706598,
457,cn-busbar355174-t2,11.0,b,152.909613,-31.466457,
458,cn-simulated103968671_324538-t1,11.0,b,152.91839,-31.4680659,
459,cn-busbar251726-t1,11.0,b,152.896035,-31.4674921,
460,cn-geo_schematic_cable233372-t1,11.0,b,152.895603,-31.462179,
461,cn-geo_schematic_cable23106-t2,11.0,b,152.922366,-31.4684306,
462,cn-cable3338866-t2,11.0,b,152.912308,-31.4660772,
463,cubicle49429,11.0,b,152.920775,-31.4703899,
464,node124410738,11.0,b,152.89747,-31.4654241,
465,node83235361,11.0,b,152.896033,-31.4674957,
466,cubicle35711,11.0,b,152.920849,-31.4688676,
467,cn-cable3338328-t2,11.0,b,152.922947,-31.4696819,
468,cn-cable3338869-t2,11.0,b,152.912516,-31.4660866,
469,cn-cable3338956-t2,11.0,b,152.91581,-31.4660247,
470,cn-simulated70366883_652558-t2,11.0,b,152.915957,-31.4676811,
471,node84142413,11.0,b,152.89365,-31.4661039,
472,cubicle48208,11.0,b,152.913302,-31.4664218,
473,cn-cable3339038-t2,11.0,b,152.915641,-31.4677264,
474,cn-geo_schematic_cable380326-t2,11.0,b,152.895608,-31.4649101,
475,cn-cable3338143-t2,11.0,b,152.915778,-31.4682505,
476,cubicle45373,11.0,b,152.906427,-31.4657047,
477,node67193296,11.0,b,152.915434,-31.4689143,
478,cn-cable3338931-t2,11.0,b,152.915721,-31.4651576,
479,node58449856,11.0,b,152.920938,-31.470866,
480,cn-cable3338250-t2,11.0,b,152.911163,-31.468318,
481,cn-cable3338173-t2,11.0,b,152.916248,-31.4686185,
482,cn-cable3255754-t2,11.0,b,152.922595,-31.4702709,
483,node23196578,11.0,b,152.904886,-31.462879,
484,node59607026,11.0,b,152.895606,-31.4649428,
485,node29539787,11.0,b,152.899674,-31.4665405,
486,cn-busbar254548-t2,11.0,b,152.893651,-31.4661038,
487,cubicle33239,11.0,b,152.907086,-31.465436,
488,cn-cable3336385-t2,11.0,b,152.921794,-31.4706145,
489,cn-cable3338990-t2,11.0,b,152.91602,-31.466513,
490,node67195151,11.0,b,152.90452,-31.4657283,
491,node52761090,11.0,b,152.920735,-31.4682563,
492,cn-cable2727649-t2,11.0,b,152.922445,-31.4692641,
493,cn-cable3338146-t2,11.0,b,152.916365,-31.4683537,
494,cn-cable3336728-t2,11.0,b,152.920948,-31.4708722,
495,cn-cable3713955-t2,11.0,b,152.921531,-31.4679151,
496,cubicle48307,11.0,b,152.920946,-31.470882,
497,cn-cable3338229-t2,11.0,b,152.91132,-31.4683903,
498,cubicle41305,11.0,b,152.915939,-31.4666438,
499,cn-cable3338228-t2,11.0,b,152.910777,-31.4681492,
500,cn-cable3338945-t2,11.0,b,152.915531,-31.4673634,
501,node67193582,11.0,b,152.917534,-31.4687279,
502,node23398576,11.0,b,152.895667,-31.4649455,
503,cubicle44917,11.0,b,152.920115,-31.4718128,
504,node22959534,11.0,b,152.920852,-31.4685328,
505,cubicle35727,11.0,b,152.913408,-31.4662168,
506,cn-geo_schematic_cable36468-t1,11.0,b,152.894173,-31.4632777,
507,cn-geo_schematic_cable235949-t2,11.0,b,152.920592,-31.4693349,
508,cn-geo_schematic_cable14331-t2,11.0,b,152.914663,-31.4667523,
509,cubicle33452,11.0,b,152.91769,-31.4686642,
510,node60063851,11.0,b,152.922025,-31.4730672,
511,cn-cable3338944-t2,11.0,b,152.915568,-31.4671908,
512,node36726511,11.0,b,152.920625,-31.4682365,
513,cn-busbar251727-t1,11.0,b,152.896033,-31.4674971,
514,node35592335,11.0,b,152.911573,-31.4662722,
515,cn-cable3336713-t2,11.0,b,152.921677,-31.4722299,
516,cn-busbar87858-t2,11.0,b,152.922343,-31.4684329,
517,cn-geo_schematic_cable22429-t1,11.0,b,152.92096,-31.4708798,
518,cn-cable3338911-t2,11.0,b,152.913221,-31.4661942,
519,node83235362,11.0,b,152.896035,-31.4674908,
520,node52761082,11.0,b,152.920833,-31.4682695,
521,cn-cable1219300-t1,11.0,b,152.92193,-31.4685611,
522,node24046337,11.0,b,152.905893,-31.4652836,
523,node84281688,11.0,b,152.895608,-31.4621771,
524,node23232416,11.0,b,152.895956,-31.4663798,
525,node67195658,11.0,b,152.906629,-31.4650125,
526,cubicle111105,11.0,b,152.922005,-31.4679911,
527,node23198147,11.0,b,152.895865,-31.4616425,
528,node103968671,11.0,b,152.91839,-31.4680659,
529,cn-cable3338999-t2,11.0,b,152.918131,-31.4681299,
530,node67195325,11.0,b,152.905066,-31.4658598,
531,cubicle111009,11.0,b,152.921637,-31.4679787,
532,node149685038,11.0,b,152.921214,-31.4715439,
533,node71579058,11.0,b,152.915914,-31.4662704,
534,node24046367,11.0,b,152.905817,-31.4652987,
535,cubicle50566,11.0,b,152.920956,-31.4704179,
536,cn-cable3338469-t2,11.0,b,152.905714,-31.4660684,
537,cn-cable3338749-t2,11.0,b,152.907353,-31.4663116,
538,cn-cable3338214-t2,11.0,b,152.912937,-31.4675276,
539,node69936226,11.0,b,152.922146,-31.4694156,
540,cn-busbar254549-t2,11.0,b,152.893651,-31.4661026,
541,node67195412,11.0,b,152.906212,-31.466364,
542,cubicle39448,11.0,b,152.910998,-31.4673279,
543,node67194754,11.0,b,152.905642,-31.4652008,
544,node60264191,11.0,b,152.893763,-31.4624296,
545,node60264190,11.0,b,152.893748,-31.4624338,
546,cn-cable3295685-t1,11.0,b,152.915975,-31.4676754,
547,cn-cable3341615-t2,11.0,b,152.895155,-31.4622277,
548,cn-busbar83732-t2,11.0,b,152.92106,-31.4708667,
549,node24071491,11.0,b,152.922329,-31.4683293,
550,cn-cable3771699-t2,11.0,b,152.922019,-31.4679144,
551,node24056448,11.0,b,152.896034,-31.4675056,
552,node74192361,11.0,b,152.905948,-31.4653545,
553,cn-simulated22958791_144043-t1,11.0,b,152.922689,-31.4701007,
554,cn-cable3338646-t2,11.0,b,152.904773,-31.4649113,
555,cn-cable3336383-t2,11.0,b,152.922143,-31.4701195,
556,cubicle45116,11.0,b,152.912833,-31.467564,
557,node36726519,11.0,b,152.921004,-31.4682923,
558,cn-cable3338877-t2,11.0,b,152.913028,-31.4669188,
559,cubicle37179,11.0,b,152.910933,-31.4679629,
560,node35592659,11.0,b,152.922681,-31.4693008,
561,cubicle41966,11.0,b,152.906286,-31.4660827,
562,cn-busbar83739-t1,11.0,b,152.921011,-31.4708602,
563,node57578127,11.0,b,152.91465,-31.4667499,
564,cubicle49332,11.0,b,152.913352,-31.4670268,
565,cn-cable1169914-t1,11.0,b,152.910034,-31.467653,
566,node161553414,11.0,b,152.909593,-31.4664393,
567,node65782801,11.0,b,152.911199,-31.4674823,
568,node69876702,11.0,b,152.911794,-31.4675998,
569,cn-geo_schematic_cable27950-t1,11.0,b,152.9124,-31.4676409,
570,node67830839,11.0,b,152.893824,-31.4625094,
571,cn-cable3338916-t2,11.0,b,152.913719,-31.4662414,
572,node24046352,11.0,b,152.905884,-31.4653014,
573,cn-geo_schematic_cable380328-t1,11.0,b,152.895612,-31.4649198,
574,node69876550,11.0,b,152.909441,-31.4664546,
575,node22951175,11.0,b,152.920904,-31.4687464,
576,cubicle43678,11.0,b,152.914994,-31.4680003,
577,cubicle40374,11.0,b,152.920668,-31.4706906,
578,cn-busbar85063-t2,11.0,b,152.905863,-31.4652733,
579,cubicle34229,11.0,b,152.894712,-31.4631494,
580,cubicle46514,11.0,b,152.905251,-31.4652386,
581,cn-busbar355169-t1,11.0,b,152.909613,-31.4664215,
582,node69876775,11.0,b,152.910993,-31.4673792,
583,cubicle41722,11.0,b,152.913252,-31.4676764,
584,cn-geo_schematic_cable36502-t2,11.0,b,152.894173,-31.4632777,
585,node67193235,11.0,b,152.915464,-31.4687954,
586,node23214017,11.0,b,152.896032,-31.4626718,
587,node67193623,11.0,b,152.918584,-31.4683116,
588,cn-cable3338286-t2,11.0,b,152.920908,-31.4682012,
589,node102517050,11.0,b,152.914193,-31.4691053,
590,cn-cable3338649-t2,11.0,b,152.905405,-31.4650354,
591,cn-geo_schematic_cable34386-t2,11.0,b,152.922274,-31.4712154,
592,node29539793,11.0,b,152.901546,-31.4666928,
593,cn-cable3338853-t2,11.0,b,152.911691,-31.4661793,
594,node65782916,11.0,b,152.912664,-31.4676786,
595,cubicle41292,11.0,b,152.915092,-31.4655769,
596,cn-geo_schematic_cable137654-t2,11.0,b,152.907383,-31.4663081,
597,node58449861,11.0,b,152.920963,-31.4708563,
598,cn-cable3338994-t2,11.0,b,152.915957,-31.4669039,
599,cn-busbar88081-t2,11.0,b,152.914658,-31.4667709,
600,cn-cable3341614-t2,11.0,b,152.894935,-31.4622644,
601,cubicle48514,11.0,b,152.911607,-31.468507,
602,cn-busbar355177-t2,11.0,b,152.909572,-31.4664393,
603,node33409252,11.0,b,152.893999,-31.4661162,
604,cubicle43556,11.0,b,152.915786,-31.4660345,
605,cn-cable3338933-t2,11.0,b,152.915248,-31.4657984,
606,cn-cable3338647-t2,11.0,b,152.905193,-31.4649821,
607,cn-cable3338687-t2,11.0,b,152.9065,-31.4650016,
608,cn-cable3338156-t2,11.0,b,152.917302,-31.4687467,
609,cn-geo_schematic_cable14468-t1,11.0,b,152.91467,-31.4667244,
610,cn-cable3338155-t2,11.0,b,152.917486,-31.468785,
611,cubicle48205,11.0,b,152.914503,-31.4682676,
612,cn-cable3338144-t2,11.0,b,152.916169,-31.4683192,
613,node60063841,11.0,b,152.922028,-31.4730532,
614,node23212106,11.0,b,152.904729,-31.4636256,
615,cn-cable3336328-t2,11.0,b,152.92069,-31.4709704,
616,cn-cable3338219-t2,11.0,b,152.911279,-31.4672837,
617,cn-cable3341083-t2,11.0,b,152.897818,-31.4666451,
618,cn-cable3338906-t2,11.0,b,152.914265,-31.4667238,
619,node67193267,11.0,b,152.915341,-31.468978,
620,node67193066,11.0,b,152.91435,-31.4690557,
621,node34701112,11.0,b,152.895865,-31.4616425,
622,cubicle44684,11.0,b,152.915929,-31.4662681,
623,cubicle45191,11.0,b,152.907298,-31.4662743,
624,cn-busbar85064-t1,11.0,b,152.905863,-31.4652733,
625,node61288125,11.0,b,152.922703,-31.4697205,
626,node71578372,11.0,b,152.91318,-31.4663343,
627,cn-cable3338153-t2,11.0,b,152.917699,-31.4686339,
628,node69935313,11.0,b,152.92187,-31.4730135,
629,cubicle34608,11.0,b,152.914306,-31.4691261,
630,cn-cable3342606-t2,11.0,b,152.896106,-31.4626567,
631,cubicle39130,11.0,b,152.915617,-31.4684477,
632,cubicle34488,11.0,b,152.914984,-31.4660077,
633,cubicle48302,11.0,b,152.920973,-31.4700805,
634,cn-simulated24502843_202755-t2,11.0,b,152.915972,-31.4676748,
635,cn-cable3338909-t2,11.0,b,152.913164,-31.4663484,
636,node74192331,11.0,b,152.906079,-31.4654383,
637,cn-cable3339041-t2,11.0,b,152.915163,-31.4676525,
638,cn-cable3341628-t2,11.0,b,152.894196,-31.4633567,
639,node67194635,11.0,b,152.90486,-31.4638379,
640,cn-busbar254957-t2,11.0,b,152.919035,-31.4706408,
641,node67195949,11.0,b,152.909416,-31.4663619,
642,cn-cable1219505-t2,11.0,b,152.895606,-31.4621773,
643,cubicle34596,11.0,b,152.915071,-31.4673142,
644,node84281775,11.0,b,152.895605,-31.4621779,
645,node57578136,11.0,b,152.914655,-31.4667313,
646,cn-cable3336743-t2,11.0,b,152.92118,-31.4702162,
647,cn-geo_schematic_cable196969-t1,11.0,b,152.921537,-31.4681647,
648,cn-geo_schematic_cable22433-t2,11.0,b,152.920941,-31.4708425,
649,node23378216,11.0,b,152.914462,-31.4674619,
650,cubicle41298,11.0,b,152.914631,-31.4667821,
651,node84625474,11.0,b,152.915972,-31.4676748,
652,cn-cable3339093-t2,11.0,b,152.918584,-31.4684228,
653,node22997808,11.0,b,152.904028,-31.4671829,
654,cn-geo_schematic_cable25607-t1,11.0,b,152.895619,-31.4649391,
655,cn-cable3338922-t2,11.0,b,152.914607,-31.466305,
656,cubicle45944,11.0,b,152.916557,-31.468613,
657,cn-busbar254547-t1,11.0,b,152.893651,-31.4661026,
658,cubicle46978,11.0,b,152.914964,-31.4660397,
659,cubicle47088,11.0,b,152.915618,-31.4672854,
660,node84142381,11.0,b,152.89365,-31.4661061,
661,cn-cable3336356-t2,11.0,b,152.921184,-31.4694784,
662,cn-cable3255752-t2,11.0,b,152.920675,-31.468652,
663,cn-simulated29539706_245936-t2,11.0,b,152.901546,-31.4666928,
664,node67196314,11.0,b,152.907301,-31.4662506,
665,cn-cable3336740-t2,11.0,b,152.920938,-31.470748,
666,cn-cable3336323-t2,11.0,b,152.920513,-31.4716359,
667,cubicle36743,11.0,b,152.915207,-31.4656251,
668,cn-cable3338850-t2,11.0,b,152.911258,-31.4666209,
669,node67830893,11.0,b,152.894197,-31.4632727,
670,node84230717,11.0,b,152.903841,-31.4678917,
671,cn-cable3338954-t2,11.0,b,152.915611,-31.4660729,
672,node71579209,11.0,b,152.915782,-31.4673429,
673,cn-cable3338743-t2,11.0,b,152.906972,-31.4650359,
674,node29539811,11.0,b,152.900033,-31.4662794,
675,cubicle50485,11.0,b,152.921826,-31.4701117,
676,cubicle46985,11.0,b,152.914716,-31.4667244,
677,cn-cable3338170-t2,11.0,b,152.916445,-31.4686531,
678,node74598346,11.0,b,152.912416,-31.4676122,
679,node23176244,11.0,b,152.921941,-31.4685613,
680,node65782938,11.0,b,152.912935,-31.4677421,
681,node59313009,11.0,b,152.922365,-31.4684187,
682,cn-cable3339124-t2,11.0,b,152.912387,-31.4676186,
683,node67194808,11.0,b,152.905812,-31.4652794,
684,node71578952,11.0,b,152.915214,-31.4656812,
685,node156687033,11.0,b,152.914758,-31.4663942,
686,node69622925,11.0,b,152.915923,-31.4666419,
687,cubicle39124,11.0,b,152.916057,-31.4683594,
688,cn-cable3256247-t2,11.0,b,152.922447,-31.4687158,
689,cn-cable1194928-t2,11.0,b,152.920842,-31.468948,
690,cubicle111007,11.0,b,152.921514,-31.4680013,
691,node69935978,11.0,b,152.921599,-31.4700204,
692,cubicle49326,11.0,b,152.912506,-31.4660823,
693,cn-cable3338345-t2,11.0,b,152.921395,-31.4686148,
694,cn-cable3338154-t2,11.0,b,152.917714,-31.4687427,
695,cn-cable3339122-t2,11.0,b,152.911985,-31.4683967,
696,cn-hv_feeder13550-source-t1,11.0,b,152.897304,-31.4609845,
697,node24039676,11.0,b,152.921018,-31.4708312,
698,node35224015,11.0,b,152.903864,-31.4678909,
699,cn-cable3517570-t2,11.0,b,152.919832,-31.4682633,
700,cn-cable3338943-t2,11.0,b,152.915168,-31.4672905,
701,node29539817,11.0,b,152.899709,-31.4661267,
702,cn-cable3336354-t2,11.0,b,152.921057,-31.4697955,
703,cubicle44239,11.0,b,152.905753,-31.4661765,
704,cubicle42435,11.0,b,152.91387,-31.4663429,
705,cubicle50353,11.0,b,152.9158,-31.4660278,
706,node22951202,11.0,b,152.914983,-31.4675423,
707,cubicle49365,11.0,b,152.921556,-31.4720855,
708,cubicle36039,11.0,b,152.910746,-31.4680585,
709,node67193477,11.0,b,152.916818,-31.4686415,
710,node67195730,11.0,b,152.907095,-31.4654246,
711,cn-cable3341624-t2,11.0,b,152.894796,-31.4632037,
712,node59740704,11.0,b,152.912414,-31.4676309,
713,cubicle34374,11.0,b,152.907151,-31.4652686,
714,cn-cable3338213-t2,11.0,b,152.912756,-31.4674851,
715,cn-cable2937658-t2,11.0,b,152.907991,-31.4678585,
716,node69877043,11.0,b,152.912291,-31.4685167,
717,node24234571,11.0,b,152.905833,-31.4652631,
718,node57577957,11.0,b,152.909778,-31.4665989,
719,node22943741,11.0,b,152.914462,-31.4674619,
720,cn-cable1236611-t2,11.0,b,152.909215,-31.4680196,
721,cn-cable1134809-t1,11.0,b,152.912351,-31.4671489,
722,cn-cable3341626-t2,11.0,b,152.894631,-31.4633193,
723,cn-cable3338645-t2,11.0,b,152.904827,-31.464423,
724,cn-cable3339036-t2,11.0,b,152.916839,-31.4679112,
725,node161553366,11.0,b,152.909655,-31.4664214,
726,cn-cable3338203-t2,11.0,b,152.91439,-31.4682953,
727,node69876732,11.0,b,152.911368,-31.4675077,
728,cn-cable3338251-t2,11.0,b,152.911493,-31.4685046,
729,cn-cable3338640-t2,11.0,b,152.904793,-31.4645919,
730,cn-cable3338343-t2,11.0,b,152.922012,-31.4686541,
731,node69876993,11.0,b,152.911617,-31.4684963,
732,cubicle42550,11.0,b,152.912303,-31.4660857,
733,node31975399,11.0,b,152.904991,-31.4632411,
734,node59740701,11.0,b,152.912414,-31.4676411,
735,cn-cable3341622-t2,11.0,b,152.894414,-31.4630606,
736,node101117485,11.0,b,152.906107,-31.4652595,
737,cn-geo_schematic_cable23101-t1,11.0,b,152.922378,-31.4684294,
738,cn-geo_schematic_cable34381-t2,11.0,b,152.922031,-31.4730392,
739,node73296155,11.0,b,152.915973,-31.467675,
740,node69935872,11.0,b,152.920843,-31.4706342,
741,cubicle77076,11.0,b,152.921003,-31.4682849,
742,cn-geo_schematic_cable25609-t2,11.0,b,152.895619,-31.4649391,
743,cubicle48092,11.0,b,152.914773,-31.4663991,
744,cubicle40264,11.0,b,152.915479,-31.4687981,
745,cn-cable3336324-t2,11.0,b,152.920875,-31.4714468,
746,node23167833,11.0,b,152.896828,-31.4664999,
747,node69876538,11.0,b,152.90939,-31.4664185,
748,cubicle50472,11.0,b,152.912909,-31.4669605,
749,cubicle43981,11.0,b,152.91179,-31.4676129,
750,cn-cable3255759-t2,11.0,b,152.914604,-31.4675663,
751,cubicle34495,11.0,b,152.915872,-31.4669776,
752,cn-cable3336389-t2,11.0,b,152.921393,-31.4715593,
753,node29539471,11.0,b,152.896173,-31.4619203,
754,cn-cable3336357-t2,11.0,b,152.921272,-31.4692949,
755,cn-cable2797799-t2,11.0,b,152.922689,-31.4701007,
756,cubicle41727,11.0,b,152.910918,-31.467533,
757,node22932783,11.0,b,152.922332,-31.4686224,
758,cn-cable3338998-t2,11.0,b,152.915843,-31.4674028,
759,node103968618,11.0,b,152.916345,-31.467764,
760,cubicle49393,11.0,b,152.921653,-31.4729085,
761,cn-geo_schematic_cable1684-t2,11.0,b,152.906012,-31.4652941,
762,cn-geo_schematic_cable233327-t1,11.0,b,152.89561,-31.4621766,
763,cubicle35729,11.0,b,152.914423,-31.4688389,
764,node67194604,11.0,b,152.904937,-31.4634545,
765,node24039686,11.0,b,152.92108,-31.4708592,
766,cubicle50767,11.0,b,152.912306,-31.4685162,
767,cubicle41441,11.0,b,152.921683,-31.4712307,
768,cubicle49885,11.0,b,152.905079,-31.4658496,
769,cubicle36841,11.0,b,152.921065,-31.468706,
770,node161553383,11.0,b,152.909655,-31.4664569,
771,cubicle50462,11.0,b,152.914458,-31.4674796,
772,cubicle48965,11.0,b,152.894442,-31.4624364,
773,node102516890,11.0,b,152.915902,-31.4662637,
774,cn-geo_schematic_cable196966-t2,11.0,b,152.921537,-31.4681647,
775,cn-cable3338147-t2,11.0,b,152.915974,-31.4682848,
776,cubicle50477,11.0,b,152.894118,-31.4625296,
777,cubicle42859,11.0,b,152.912302,-31.4685259,
778,cn-cable1230482-t1,11.0,b,152.922693,-31.4700954,
779,node141770964,11.0,b,152.898704,-31.4664827,
780,node29539610,11.0,b,152.896698,-31.462327,
781,cn-cable3338187-t2,11.0,b,152.914685,-31.4684051,
782,node67195187,11.0,b,152.905022,-31.4658463,
783,cn-cable3338322-t2,11.0,b,152.921916,-31.468313,
784,cn-cable3731921-t2,11.0,b,152.917742,-31.4685552,
785,cn-cable3338942-t2,11.0,b,152.91497,-31.46726,
786,node60063905,11.0,b,152.922277,-31.4712016,
787,cubicle40156,11.0,b,152.914364,-31.4670964,
788,node67196002,11.0,b,152.905921,-31.4653383,
789,cn-cable3338745-t2,11.0,b,152.907389,-31.4654381,
790,node31975379,11.0,b,152.904786,-31.4641538,
791,cubicle42569,11.0,b,152.921168,-31.4701154,
792,cn-busbar87065-t1,11.0,b,152.895559,-31.4649602,
793,node102516800,11.0,b,152.914833,-31.4682067,
794,node22955028,11.0,b,152.921499,-31.4685212,
795,cn-cable3338471-t2,11.0,b,152.905906,-31.4661896,
796,node79493025,11.0,b,152.921519,-31.4681507,
797,node35592773,11.0,b,152.911791,-31.4670592,
798,cn-cable3338473-t2,11.0,b,152.906231,-31.4658675,
799,cn-busbar251729-t2,11.0,b,152.896031,-31.4674923,
800,cn-cable3338934-t2,11.0,b,152.915101,-31.4659501,
801,cn-cable3341612-t2,11.0,b,152.89454,-31.4623552,
802,node151101321,11.0,b,152.895966,-31.4663949,
803,node83235274,11.0,b,152.893653,-31.466106,
804,node59740741,11.0,b,152.912386,-31.4676407,
805,cn-cable3338212-t2,11.0,b,152.912572,-31.4674417,
806,cn-cable3338485-t2,11.0,b,152.905033,-31.4633955,
807,cn-cable1151657-t2,11.0,b,152.920985,-31.4687973,
808,cn-cable3338218-t2,11.0,b,152.911512,-31.4673188,
809,cn-cable3338171-t2,11.0,b,152.916608,-31.4686265,
810,node84144930,11.0,b,152.920846,-31.46855,
811,cn-cable3338324-t2,11.0,b,152.922069,-31.4679324,
812,cn-cable2937656-t2,11.0,b,152.904178,-31.4672275,
813,cn-cable3338664-t2,11.0,b,152.906279,-31.4654919,
814,cn-geo_schematic_cable27942-t2,11.0,b,152.9124,-31.4676205,
815,node160200990,11.0,b,152.922688,-31.4700877,
816,cn-cable3269446-t2,11.0,b,152.920842,-31.4717912,
817,node29539432,11.0,b,152.896388,-31.4606722,
818,cn-cable3338210-t2,11.0,b,152.913157,-31.4675792,
819,node67195678,11.0,b,152.906765,-31.4651515,
820,node67195498,11.0,b,152.906369,-31.4656582,
821,node29539482,11.0,b,152.896635,-31.461799,
822,cubicle34708,11.0,b,152.920858,-31.4706341,
823,cn-cable3336329-t2,11.0,b,152.920869,-31.4701245,
824,cn-cable3336718-t2,11.0,b,152.921771,-31.4728947,
825,cn-cable3338946-t2,11.0,b,152.915598,-31.4670417,
826,cn-busbar355183-t2,11.0,b,152.909518,-31.4664394,
827,cubicle38562,11.0,b,152.906142,-31.465465,
828,cn-cable2865574-t2,11.0,b,152.91178,-31.4670577,
829,node67195431,11.0,b,152.906125,-31.4654704,
830,cubicle44051,11.0,b,152.907343,-31.4660353,
831,cn-cable2879802-t2,11.0,b,152.920316,-31.4713595,
832,cubicle43093,11.0,b,152.906489,-31.4660529,
833,node67193520,11.0,b,152.917412,-31.4686937,
834,node60063771,11.0,b,152.920564,-31.4711863,
835,cn-geo_schematic_cable25610-t2,11.0,b,152.895616,-31.4649294,
836,node24039677,11.0,b,152.921041,-31.4708742,
837,cn-cable3338150-t2,11.0,b,152.91715,-31.4684624,
838,cn-busbar83731-t1,11.0,b,152.92106,-31.4708667,
839,cn-cable3336369-t2,11.0,b,152.921561,-31.4706425,
840,node29539588,11.0,b,152.897017,-31.4633647,
841,cn-cable3338667-t2,11.0,b,152.90654,-31.4657573,
842,cn-cable1191398-t2,11.0,b,152.921181,-31.46868,
843,cn-cable3338851-t2,11.0,b,152.911615,-31.4665525,
844,cn-cable3338992-t2,11.0,b,152.91595,-31.4665996,
845,node83235357,11.0,b,152.896031,-31.4674909,
846,cn-geo_schematic_cable36501-t2,11.0,b,152.89418,-31.4632946,
847,cn-busbar255620-t2,11.0,b,152.903868,-31.4678904,
848,cn-cable3338855-t2,11.0,b,152.911366,-31.4664672,
849,cubicle35740,11.0,b,152.922075,-31.4700258,
850,cn-cable3338878-t2,11.0,b,152.912809,-31.4669206,
851,cn-cable3338901-t2,11.0,b,152.914313,-31.4670028,
852,cubicle40252,11.0,b,152.918533,-31.4682859,
853,cn-cable2122109-t2,11.0,b,152.895891,-31.4611846,
854,cn-cable3338281-t2,11.0,b,152.913287,-31.4678963,
855,cn-busbar85068-t2,11.0,b,152.905846,-31.4653089,
856,cn-cable3338327-t2,11.0,b,152.92295,-31.469417,
857,cn-cable3338920-t2,11.0,b,152.914,-31.4663218,
858,node23179827,11.0,b,152.895642,-31.4621709,
859,cn-cable3338176-t2,11.0,b,152.916111,-31.4685392,
