,name,vn_kv,type,x,y,coords
860,cubicle47128,11.0,b,152.92177,-31.4713833,
861,cn-cable3336710-t2,11.0,b,152.921558,-31.4720249,
862,cn-cable3338157-t2,11.0,b,152.917108,-31.46874,
863,cn-cable3338320-t2,11.0,b,152.921094,-31.4682255,
864,cn-simulated22932783_101448-t1,11.0,b,152.922342,-31.4686192,
865,cn-cable4191430-t2,11.0,b,152.920576,-31.4682003,
866,cn-geo_schematic_cable25609-t1,11.0,b,152.895621,-31.4649457,
867,cn-cable3338183-t2,11.0,b,152.915128,-31.4689042,
868,cn-cable3255757-t2,11.0,b,152.91644,-31.4678496,
869,cn-cable3977132-t2,11.0,b,152.904681,-31.4656979,
870,cn-cable3338182-t2,11.0,b,152.915192,-31.4687556,
871,cn-cable3338257-t2,11.0,b,152.912549,-31.4683839,
872,cn-cable3338685-t2,11.0,b,152.906768,-31.4652612,
873,cn-busbar355167-t2,11.0,b,152.909613,-31.4664215,
874,cubicle47094,11.0,b,152.914847,-31.4682258,
875,node69935613,11.0,b,152.920393,-31.4716968,
876,cubicle111008,11.0,b,152.921878,-31.4679455,
877,cn-cable3338252-t2,11.0,b,152.911657,-31.4686104,
878,cn-cable3338207-t2,11.0,b,152.914731,-31.468005,
879,cn-cable3336384-t2,11.0,b,152.921735,-31.4707072,
880,cn-simulated23030576_100934-t2,11.0,b,152.922659,-31.4689657,
881,cn-cable3338879-t2,11.0,b,152.913686,-31.4670092,
882,cn-simulated23378216_40739-t2,11.0,b,152.914462,-31.4674529,
883,node23121435,11.0,b,152.911791,-31.4670592,
884,node67194756,11.0,b,152.905757,-31.465252,
885,cn-cable3338681-t2,11.0,b,152.907088,-31.4658987,
886,cn-cable1155376-t1,11.0,b,152.895961,-31.4663873,
887,cn-simulated22959534_100929-t2,11.0,b,152.920857,-31.4685405,
888,cn-cable3338226-t2,11.0,b,152.910786,-31.4678471,
889,cn-cable3336326-t2,11.0,b,152.920611,-31.4707842,
890,cn-cable3341618-t2,11.0,b,152.894704,-31.4626063,
891,cn-simulated23398575_99463-t2,11.0,b,152.896792,-31.4645411,
892,cn-cable3338486-t2,11.0,b,152.904962,-31.4637486,
893,node57578126,11.0,b,152.914676,-31.4667546,
894,cn-cable3338217-t2,11.0,b,152.911723,-31.4673679,
895,node67194574,11.0,b,152.904974,-31.463271,
896,cubicle36860,11.0,b,152.915222,-31.4689497,
897,cn-cable3341623-t2,11.0,b,152.894735,-31.4630845,
898,cubicle42556,11.0,b,152.912366,-31.4667974,
899,cn-cable3336717-t2,11.0,b,152.921964,-31.4729717,
900,node173091586,11.0,b,152.895489,-31.4649769,
901,cn-cable3338185-t2,11.0,b,152.914873,-31.4682789,
902,cn-cable3713958-t2,11.0,b,152.922078,-31.4683339,
903,cubicle38002,11.0,b,152.915344,-31.4689914,
904,cn-cable3338747-t2,11.0,b,152.907424,-31.4657947,
905,node23253360,11.0,b,152.918975,-31.4681447,
906,cubicle50360,11.0,b,152.91381,-31.4663258,
907,cn-cable3339121-t2,11.0,b,152.912232,-31.4682659,
908,cn-cable3336360-t2,11.0,b,152.922224,-31.4692199,
909,cn-cable3338329-t2,11.0,b,152.921686,-31.4701253,
910,node69877060,11.0,b,152.912263,-31.4685421,
911,node101116426,11.0,b,152.922086,-31.4684897,
912,cn-cable3338923-t2,11.0,b,152.914618,-31.4663057,
913,node67194685,11.0,b,152.904685,-31.4649807,
914,cubicle42546,11.0,b,152.914768,-31.4679062,
915,node23086949,11.0,b,152.912362,-31.4671727,
916,cn-cable3338159-t2,11.0,b,152.916703,-31.4686972,
917,cn-cable3338465-t2,11.0,b,152.904822,-31.4657163,
918,node23052190,11.0,b,152.922699,-31.4701031,
919,cn-cable3338255-t2,11.0,b,152.912412,-31.4685098,
920,node67193212,11.0,b,152.914741,-31.4682669,
921,cn-cable3339120-t2,11.0,b,152.912477,-31.468039,
922,cn-cable3339095-t2,11.0,b,152.918436,-31.4682891,
923,cubicle33349,11.0,b,152.914796,-31.4659653,
924,cubicle34222,11.0,b,152.895053,-31.4622983,
925,cubicle37174,11.0,b,152.9127,-31.4681581,
926,cn-busbar251718-t1,11.0,b,152.893652,-31.466106,
927,cn-cable3338480-t2,11.0,b,152.905329,-31.4653289,
928,cn-cable3339092-t2,11.0,b,152.917536,-31.4677245,
929,cn-cable3336387-t2,11.0,b,152.922464,-31.4706991,
930,cn-geo_schematic_cable36513-t2,11.0,b,152.893759,-31.4624186,
931,cn-cable3339097-t2,11.0,b,152.911332,-31.4680778,
932,cubicle47083,11.0,b,152.921739,-31.4693041,
933,cn-cable3338683-t2,11.0,b,152.907091,-31.4655455,
934,cn-cable3341616-t2,11.0,b,152.895083,-31.4625205,
935,node59740715,11.0,b,152.912386,-31.4676203,
936,cn-cable3338660-t2,11.0,b,152.905606,-31.4650968,
937,node74891570,11.0,b,152.895597,-31.4649835,
938,node84142372,11.0,b,152.893648,-31.4661027,
939,cn-cable3255753-t2,11.0,b,152.922611,-31.4699899,
940,cn-cable3338746-t2,11.0,b,152.907411,-31.4659438,
941,node74192759,11.0,b,152.894173,-31.4629275,
942,cubicle32899,11.0,b,152.905257,-31.4650618,
943,cn-geo_schematic_cable1840-t2,11.0,b,152.91467,-31.4667244,
944,cubicle34140,11.0,b,152.905297,-31.4650717,
945,cn-cable3336358-t2,11.0,b,152.921404,-31.4691721,
946,cn-cable4185370-t2,11.0,b,152.897908,-31.4666558,
947,cn-cable3336364-t2,11.0,b,152.922228,-31.469508,
948,cn-cable1237990-t1,11.0,b,152.914462,-31.4674529,
949,cn-cable3338280-t2,11.0,b,152.913012,-31.4678349,
950,cubicle47109,11.0,b,152.921594,-31.4700325,
951,cn-cable3338481-t2,11.0,b,152.904714,-31.4652047,
952,cn-cable3338935-t2,11.0,b,152.914974,-31.466156,
953,cn-cable3338215-t2,11.0,b,152.911991,-31.4674079,
954,cn-cable3719711-t2,11.0,b,152.92094,-31.4708563,
955,cn-geo_schematic_cable27944-t1,11.0,b,152.9124,-31.4676205,
956,cn-geo_schematic_cable22430-t1,11.0,b,152.920946,-31.4708519,
957,node69935824,11.0,b,152.921845,-31.4713582,
958,cn-cable3338158-t2,11.0,b,152.916907,-31.4687237,
959,node69876900,11.0,b,152.912357,-31.4671564,
960,cn-busbar254971-t2,11.0,b,152.918991,-31.4706109,
961,cubicle33478,11.0,b,152.922089,-31.4700635,
962,cn-cable3338224-t2,11.0,b,152.91081,-31.4676028,
963,cn-busbar87085-t2,11.0,b,152.896034,-31.4675042,
964,cn-cable3338953-t2,11.0,b,152.915678,-31.4663081,
965,cn-geo_schematic_cable233372-t2,11.0,b,152.8956,-31.4621954,
966,node23167832,11.0,b,152.897796,-31.466543,
967,cn-geo_schematic_cable23105-t2,11.0,b,152.92239,-31.4684282,
968,node24068798,11.0,b,152.914802,-31.4667975,
969,node84625697,11.0,b,152.920827,-31.4693458,
970,cn-geo_schematic_cable14579-t1,11.0,b,152.905999,-31.4653206,
971,node58449867,11.0,b,152.920956,-31.4708705,
972,node69936106,11.0,b,152.921333,-31.4697514,
973,node67195160,11.0,b,152.904502,-31.4657072,
974,cn-simulated22943741_144044-t2,11.0,b,152.914465,-31.4674532,
975,node173091623,11.0,b,152.895621,-31.4649064,
976,node31975369,11.0,b,152.904672,-31.464656,
977,cn-simulated23176244_40735-t2,11.0,b,152.922329,-31.4686136,
978,node173091624,11.0,b,152.895599,-31.4649235,
979,cn-cable3339127-t2,11.0,b,152.911664,-31.467644,
980,node161553438,11.0,b,152.909545,-31.4664394,
981,cn-cable2727648-t2,11.0,b,152.922614,-31.4698165,
982,node57578180,11.0,b,152.907353,-31.4663171,
983,node67195932,11.0,b,152.906006,-31.4653221,
984,cn-busbar83739-t2,11.0,b,152.92096,-31.4708798,
985,node71578689,11.0,b,152.912905,-31.4669737,
986,cn-geo_schematic_cable23100-t2,11.0,b,152.922355,-31.4684318,
987,node79493008,11.0,b,152.921539,-31.4681527,
988,cn-cable3338947-t2,11.0,b,152.915585,-31.4668823,
989,cn-cable3339042-t2,11.0,b,152.915022,-31.4655942,
990,cubicle50469,11.0,b,152.91456,-31.468451,
991,cn-simulated23052190_40598-t2,11.0,b,152.922693,-31.4700954,
992,cn-cable3338993-t2,11.0,b,152.915945,-31.4666355,
993,cn-geo_schematic_cable14329-t2,11.0,b,152.914665,-31.466743,
994,node69935305,11.0,b,152.920713,-31.4721921,
995,node24056328,11.0,b,152.895536,-31.4649658,
996,node37903059,11.0,b,152.893704,-31.4659921,
997,node29539799,11.0,b,152.900928,-31.4666204,
998,cubicle47979,11.0,b,152.906853,-31.4650101,
999,cn-cable3342932-t2,11.0,b,152.91172,-31.4653053,
1000,cn-cable3338189-t2,11.0,b,152.914471,-31.4689239,
1001,node67195508,11.0,b,152.906484,-31.4659244,
1002,node69936363,11.0,b,152.912346,-31.4668195,
1003,cn-cable3338907-t2,11.0,b,152.913207,-31.4664618,
1004,cn-cable3336712-t2,11.0,b,152.921643,-31.4720792,
1005,cn-cable3338254-t2,11.0,b,152.911831,-31.4686941,
1006,node58449850,11.0,b,152.920928,-31.4708473,
1007,cn-cable3338991-t2,11.0,b,152.916011,-31.4663457,
1008,cn-geo_schematic_cable27945-t1,11.0,b,152.9124,-31.4676511,
1009,cn-geo_schematic_cable23102-t2,11.0,b,152.922378,-31.4684294,
1010,cubicle48199,11.0,b,152.915804,-31.4673154,
1011,cn-cable3338941-t2,11.0,b,152.914594,-31.4672211,
1012,cn-cable3338917-t2,11.0,b,152.913822,-31.4663243,
1013,cn-cable3338915-t2,11.0,b,152.913492,-31.466187,
1014,cn-geo_schematic_cable1790-t1,11.0,b,152.909518,-31.4664394,
1015,cn-geo_schematic_cable27947-t2,11.0,b,152.9124,-31.4676409,
1016,cn-cable3338663-t2,11.0,b,152.906113,-31.465371,
1017,cn-geo_schematic_cable14366-t1,11.0,b,152.905995,-31.4653294,
1018,node149684990,11.0,b,152.920927,-31.4708478,
1019,cn-cable3336365-t2,11.0,b,152.922099,-31.4699545,
1020,cn-cable2098867-t1,11.0,b,152.89401,-31.4661166,
1021,cn-cable3338202-t2,11.0,b,152.91423,-31.4686271,
1022,cn-busbar355168-t2,11.0,b,152.909634,-31.4664037,
1023,node69935273,11.0,b,152.921634,-31.4729098,
1024,cn-cable3338682-t2,11.0,b,152.907103,-31.4657173,
1025,cn-geo_schematic_cable27951-t2,11.0,b,152.9124,-31.4676307,
1026,cn-simulated23378215_187645-t2,11.0,b,152.920849,-31.4685414,
1027,cn-busbar355176-t1,11.0,b,152.909613,-31.466457,
1028,cn-cable3338865-t2,11.0,b,152.912224,-31.466081,
1029,cn-cable2122108-t1,11.0,b,152.897304,-31.4609845,
1030,cn-cable3338288-t2,11.0,b,152.920684,-31.4681684,
1031,cn-geo_schematic_cable14586-t1,11.0,b,152.914665,-31.466743,
1032,cubicle77075,11.0,b,152.921434,-31.4683438,
1033,node74891588,11.0,b,152.895587,-31.4649578,
1034,cn-cable3338874-t2,11.0,b,152.91245,-31.466725,
1035,node57578187,11.0,b,152.90731,-31.4663277,
1036,cn-cable3338152-t2,11.0,b,152.917581,-31.4684696,
1037,cubicle36626,11.0,b,152.907364,-31.4656925,
1038,cn-cable3368615-t2,11.0,b,152.910034,-31.467653,
1039,cubicle43736,11.0,b,152.921582,-31.4723012,
1040,cn-cable3336744-t2,11.0,b,152.921423,-31.470042,
1041,cn-busbar255626-t2,11.0,b,152.903855,-31.4679028,
1042,cn-cable3269445-t2,11.0,b,152.920673,-31.4718816,
1043,cn-cable3338472-t2,11.0,b,152.90621,-31.4662107,
1044,cubicle45380,11.0,b,152.904473,-31.465894,
1045,node65782500,11.0,b,152.904709,-31.4646642,
1046,node71578447,11.0,b,152.914078,-31.4664238,
1047,cubicle42854,11.0,b,152.911817,-31.4674506,
1048,cn-cable3339129-t2,11.0,b,152.911221,-31.4675585,
1049,cn-cable3341610-t2,11.0,b,152.893927,-31.4624659,
1050,cn-cable3338918-t2,11.0,b,152.913862,-31.4663358,
1051,cn-cable1235105-t2,11.0,b,152.89603,-31.4626631,
1052,node33911479,11.0,b,152.903923,-31.4677301,
1053,cubicle36872,11.0,b,152.921429,-31.4695469,
1054,cn-cable3977142-t2,11.0,b,152.920898,-31.4722884,
1055,cn-cable3339096-t2,11.0,b,152.911683,-31.4682739,
1056,cubicle45569,11.0,b,152.894141,-31.463231,
1057,cubicle38307,11.0,b,152.91266,-31.4676916,
1058,node60264076,11.0,b,152.894179,-31.4632651,
1059,cn-cable3338871-t2,11.0,b,152.912485,-31.4665555,
1060,cn-cable3338939-t2,11.0,b,152.914676,-31.4668775,
1061,node84338465,11.0,b,152.919044,-31.4706313,
1062,node71578321,11.0,b,152.913189,-31.4662487,
1063,cn-cable3339040-t2,11.0,b,152.915431,-31.4676939,
1064,node74192374,11.0,b,152.906482,-31.4648916,
1065,cn-cable3338666-t2,11.0,b,152.906568,-31.4659318,
1066,cn-cable3338875-t2,11.0,b,152.913252,-31.4669523,
1067,cn-cable3336401-t2,11.0,b,152.921687,-31.4714692,
1068,cn-cable3338680-t2,11.0,b,152.907067,-31.4661435,
1069,cn-cable3338256-t2,11.0,b,152.912277,-31.4686276,
1070,cubicle43676,11.0,b,152.912302,-31.4660951,
1071,cn-geo_schematic_cable34375-t2,11.0,b,152.920206,-31.4712916,
1072,cn-cable3338205-t2,11.0,b,152.914291,-31.4684476,
1073,cn-cable3339128-t2,11.0,b,152.911469,-31.4675982,
1074,cn-busbar254954-t1,11.0,b,152.91903,-31.4706068,
1075,node67195764,11.0,b,152.907107,-31.4654354,
1076,node161553359,11.0,b,152.909655,-31.4664037,
1077,node102516458,11.0,b,152.912681,-31.4681428,
1078,node60264071,11.0,b,152.894161,-31.4632736,
1079,cn-cable3338872-t2,11.0,b,152.912414,-31.4668907,
1080,cn-simulated74092492_199824-t1,11.0,b,152.897784,-31.4666787,
1081,cn-busbar254543-t2,11.0,b,152.893652,-31.466106,
1082,cn-cable3338910-t2,11.0,b,152.913091,-31.4662835,
1083,cn-cable3338914-t2,11.0,b,152.913356,-31.4661845,
1084,cn-cable3341617-t2,11.0,b,152.894868,-31.4625692,
1085,cn-cable3336727-t2,11.0,b,152.921564,-31.4712041,
1086,cn-cable3338484-t2,11.0,b,152.905096,-31.4630903,
1087,cn-simulated23121435_58681-t2,11.0,b,152.912351,-31.4671489,
1088,cn-busbar251716-t2,11.0,b,152.89365,-31.4661073,
1089,cubicle35495,11.0,b,152.907335,-31.4656973,
1090,cn-cable3338951-t2,11.0,b,152.915455,-31.4665573,
1091,cn-cable3368615-t1,11.0,b,152.909215,-31.4680196,
1092,node79493065,11.0,b,152.921494,-31.4683443,
1093,cn-cable3338149-t2,11.0,b,152.916758,-31.4684216,
1094,cn-busbar355180-t2,11.0,b,152.909524,-31.4664217,
1095,cn-geo_schematic_cable14330-t1,11.0,b,152.914661,-31.4667616,
1096,cn-cable1159589-t2,11.0,b,152.919092,-31.467863,
1097,cn-cable3339098-t2,11.0,b,152.911527,-31.4681743,
1098,cn-cable3269442-t2,11.0,b,152.921209,-31.471627,
1099,cn-cable3338221-t2,11.0,b,152.910991,-31.4673305,
1100,cn-cable3338861-t2,11.0,b,152.912216,-31.4663321,
1101,cn-cable3338862-t2,11.0,b,152.912147,-31.4666685,
1102,cn-geo_schematic_cable22425-t2,11.0,b,152.920951,-31.4708611,
1103,cn-busbar83735-t2,11.0,b,152.921038,-31.4708237,
1104,cn-busbar251730-t2,11.0,b,152.896035,-31.4674921,
1105,cn-cable3336709-t2,11.0,b,152.921302,-31.4721843,
1106,node83235270,11.0,b,152.893649,-31.4661062,
1107,cn-busbar85071-t1,11.0,b,152.905914,-31.4653116,
1108,node71578836,11.0,b,152.91507,-31.4673289,
1109,node71578742,11.0,b,152.914502,-31.4672867,
1110,cn-cable3341621-t2,11.0,b,152.894362,-31.4628666,
1111,cn-geo_schematic_cable233327-t2,11.0,b,152.8956,-31.4621954,
1112,cn-cable1224849-t2,11.0,b,152.897784,-31.4666787,
1113,cn-cable3338476-t2,11.0,b,152.905715,-31.4654762,
1114,cn-cable2729610-t2,11.0,b,152.922581,-31.4690666,
1115,cn-cable3338669-t2,11.0,b,152.906605,-31.4662907,
1116,node59312975,11.0,b,152.92238,-31.4684412,
1117,cn-simulated71243238_1841189-t2,11.0,b,152.895596,-31.4621629,
1118,cubicle44426,11.0,b,152.894324,-31.4630866,
1119,cn-busbar251725-t1,11.0,b,152.896031,-31.4674923,
1120,cn-cable3338177-t2,11.0,b,152.915734,-31.4685281,
1121,cn-cable3338904-t2,11.0,b,152.913634,-31.4665115,
1122,cn-cable3338482-t2,11.0,b,152.904565,-31.4640197,
1123,cn-cable3338867-t2,11.0,b,152.912357,-31.4659945,
1124,node84142367,11.0,b,152.893653,-31.4661025,
1125,cn-cable3338184-t2,11.0,b,152.915292,-31.4685509,
1126,cn-cable3336382-t2,11.0,b,152.921552,-31.4704553,
1127,cn-cable3771840-t2,11.0,b,152.9218,-31.4679313,
1128,cn-cable3338174-t2,11.0,b,152.91599,-31.4685731,
1129,cn-cable1210504-t1,11.0,b,152.922329,-31.4686136,
1130,cn-cable3338479-t2,11.0,b,152.904915,-31.4652343,
1131,cn-busbar87086-t1,11.0,b,152.896034,-31.4675042,
1132,node57577399,11.0,b,152.906012,-31.4653247,
1133,cn-cable3336400-t2,11.0,b,152.921483,-31.4714716,
1134,node24056503,11.0,b,152.896034,-31.4675065,
1135,cn-cable3336367-t2,11.0,b,152.921861,-31.4698967,
1136,cn-cable3336715-t2,11.0,b,152.921407,-31.4726992,
1137,cn-geo_schematic_cable233371-t1,11.0,b,152.89561,-31.4621766,
1138,cn-cable3336366-t2,11.0,b,152.921689,-31.4698413,
1139,cn-cable3338253-t2,11.0,b,152.912055,-31.4687134,
1140,cn-cable3246211-t1,11.0,b,152.89561,-31.4621766,
1141,cn-cable3261193-t2,11.0,b,152.915968,-31.4676743,
1142,cubicle42924,11.0,b,152.907146,-31.4660068,
1143,cn-simulated23015020_203086-t1,11.0,b,152.895606,-31.4621773,
1144,cn-cable3341627-t2,11.0,b,152.894425,-31.4633544,
1145,cn-cable1228539-t1,11.0,b,152.89603,-31.4626631,
1146,cn-geo_schematic_cable23103-t1,11.0,b,152.92239,-31.4684282,
1147,cn-cable3338940-t2,11.0,b,152.914636,-31.4670434,
1148,cn-cable1508102-t1,11.0,b,152.901546,-31.4666928,
1149,cn-geo_schematic_cable14578-t1,11.0,b,152.906004,-31.4653117,
1150,cn-busbar85071-t2,11.0,b,152.905991,-31.4653382,
1151,cn-simulated24153826_100933-t2,11.0,b,152.922591,-31.4686518,
1152,cn-busbar254943-t1,11.0,b,152.919035,-31.4706408,
1153,cn-cable3338949-t2,11.0,b,152.914709,-31.466728,
1154,cn-geo_schematic_cable14585-t1,11.0,b,152.914668,-31.4667337,
1155,node67195609,11.0,b,152.906509,-31.4663758,
1156,cn-cable3336726-t2,11.0,b,152.921798,-31.4711394,
1157,cn-cable3517710-t2,11.0,b,152.903356,-31.4671235,
1158,cn-cable3341640-t2,11.0,b,152.894064,-31.4631692,
1159,cn-simulated103968618_324538-t2,11.0,b,152.91839,-31.4680659,
1160,cubicle42166,11.0,b,152.894481,-31.4625961,
1161,cn-cable3713956-t2,11.0,b,152.921891,-31.4680304,
1162,cn-cable3341629-t2,11.0,b,152.89414,-31.4632414,
1163,cn-cable3338321-t2,11.0,b,152.921384,-31.4682719,
1164,node67194584,11.0,b,152.905015,-31.4630789,
1165,node84338546,11.0,b,152.919009,-31.4706694,
1166,cn-cable3338467-t2,11.0,b,152.905375,-31.4658951,
1167,cn-cable3339043-t2,11.0,b,152.915081,-31.4655741,
1168,cn-cable3338959-t2,11.0,b,152.915984,-31.466171,
1169,cn-cable3338938-t2,11.0,b,152.91473,-31.466698,
1170,cn-cable3339033-t2,11.0,b,152.917239,-31.4679729,
1171,cn-cable3246217-t2,11.0,b,152.895603,-31.462179,
1172,cubicle47193,11.0,b,152.920938,-31.4708662,
1173,cn-cable3338858-t2,11.0,b,152.911767,-31.4658063,
1174,cn-cable3589940-t2,11.0,b,152.921522,-31.4681603,
1175,cn-geo_schematic_cable235928-t2,11.0,b,152.915975,-31.4676754,
1176,cn-cable1152508-t2,11.0,b,152.922605,-31.4705887,
1177,node161553372,11.0,b,152.909675,-31.4664214,
1178,cn-cable3338925-t2,11.0,b,152.914785,-31.4658613,
1179,cn-cable3339677-t2,11.0,b,152.921442,-31.4679913,
1180,cubicle40392,11.0,b,152.920957,-31.4724265,
1181,cn-cable3339671-t2,11.0,b,152.918824,-31.4682177,
1182,cn-cable3339123-t2,11.0,b,152.912534,-31.467722,
1183,cn-geo_schematic_cable27941-t1,11.0,b,152.9124,-31.4676307,
1184,cn-cable3338661-t2,11.0,b,152.905779,-31.4651718,
1185,node102516409,11.0,b,152.921659,-31.4706079,
1186,cn-cable3338175-t2,11.0,b,152.916153,-31.4685465,
1187,cn-cable3336325-t2,11.0,b,152.920688,-31.4715355,
1188,cn-cable3338225-t2,11.0,b,152.91074,-31.46777,
1189,cn-cable3255756-t2,11.0,b,152.91624,-31.4678188,
1190,cn-cable3338929-t2,11.0,b,152.91516,-31.4655272,
1191,cn-cable3336742-t2,11.0,b,152.921068,-31.4703777,
1192,cn-geo_schematic_cable14367-t2,11.0,b,152.906004,-31.4653117,
1193,cn-cable3338668-t2,11.0,b,152.906779,-31.4662592,
1194,cn-cable3338089-t2,11.0,b,152.915024,-31.4678786,
1195,cn-cable3336352-t2,11.0,b,152.92077,-31.4702669,
1196,cn-cable3338287-t2,11.0,b,152.920762,-31.4682393,
1197,node71579033,11.0,b,152.915774,-31.4660456,
1198,cn-cable3341613-t2,11.0,b,152.894728,-31.4623112,
1199,cn-cable3338912-t2,11.0,b,152.913242,-31.4661271,
1200,cn-cable3338958-t2,11.0,b,152.915926,-31.4660144,
1201,cn-geo_schematic_cable1685-t2,11.0,b,152.905995,-31.4653294,
1202,cn-cable3338684-t2,11.0,b,152.906915,-31.4653849,
1203,cn-cable3338211-t2,11.0,b,152.913366,-31.4676282,
1204,cubicle39034,11.0,b,152.915946,-31.4665903,
1205,cn-cable3336388-t2,11.0,b,152.92228,-31.4709095,
1206,node58449853,11.0,b,152.920933,-31.4708567,
1207,cn-geo_schematic_cable23107-t1,11.0,b,152.922355,-31.4684318,
1208,cn-cable3338186-t2,11.0,b,152.914572,-31.4685632,
1209,cn-cable3338223-t2,11.0,b,152.910879,-31.4674396,
1210,cn-cable3338478-t2,11.0,b,152.905134,-31.4652717,
1211,cn-cable3338258-t2,11.0,b,152.912675,-31.4682676,
1212,cn-cable3338937-t2,11.0,b,152.914798,-31.4665144,
1213,cn-cable3338208-t2,11.0,b,152.914693,-31.4678205,
1214,cn-cable3339048-t2,11.0,b,152.91638,-31.4670637,
1215,cn-cable3338344-t2,11.0,b,152.921604,-31.4686015,
1216,cn-geo_schematic_cable27949-t2,11.0,b,152.9124,-31.4676511,
1217,cn-cable3339091-t2,11.0,b,152.91727,-31.4670907,
1218,cn-busbar354650-t2,11.0,b,152.914746,-31.4667871,
1219,node173091617,11.0,b,152.895625,-31.4649161,
1220,cn-simulated34701112_113872-t1,11.0,b,152.89587,-31.4616346,
1221,cn-cable3336355-t2,11.0,b,152.921122,-31.4696365,
1222,cn-cable3338955-t2,11.0,b,152.915743,-31.465977,
1223,cn-cable3338873-t2,11.0,b,152.912519,-31.4663917,
1224,cn-geo_schematic_cable235928-t1,11.0,b,152.915984,-31.4676635,
1225,cn-cable3338648-t2,11.0,b,152.904974,-31.4649512,
1226,cn-cable1200969-t2,11.0,b,152.92193,-31.4685611,
1227,node57578110,11.0,b,152.914652,-31.4667599,
1228,node31975389,11.0,b,152.904876,-31.4638114,
1229,cn-cable3246212-t1,11.0,b,152.895603,-31.462179,
1230,cn-cable3338870-t2,11.0,b,152.912601,-31.4662289,
1231,cn-busbar254955-t2,11.0,b,152.919053,-31.4705821,
1232,cn-busbar355182-t1,11.0,b,152.909572,-31.4664393,
1233,cn-cable3338227-t2,11.0,b,152.910966,-31.4682325,
1234,cn-geo_schematic_cable22428-t2,11.0,b,152.920946,-31.4708519,
1235,cn-cable3336741-t2,11.0,b,152.920949,-31.4705499,
1236,cn-geo_schematic_cable14368-t1,11.0,b,152.906012,-31.4652941,
1237,cn-cable1108327-t2,11.0,b,152.904229,-31.4661977,
1238,node102515290,11.0,b,152.914719,-31.4667239,
1239,cn-busbar85067-t1,11.0,b,152.905846,-31.4653089,
1240,cn-cable3338206-t2,11.0,b,152.914522,-31.4681752,
1241,cn-simulated70361087_648891-t2,11.0,b,152.915981,-31.4676849,
1242,cn-geo_schematic_cable65503-t2,11.0,b,152.922342,-31.4686192,
1243,cn-cable3338209-t2,11.0,b,152.913569,-31.4676241,
1244,cn-geo_schematic_cable1846-t1,11.0,b,152.914658,-31.4667709,
1245,cn-cable3338900-t2,11.0,b,152.913903,-31.4670703,
1246,cn-cable2727646-t2,11.0,b,152.922601,-31.469615,
1247,cn-cable3246213-t2,11.0,b,152.89561,-31.4621766,
1248,cn-cable3339032-t2,11.0,b,152.917439,-31.4680037,
1249,cn-geo_schematic_cable235942-t2,11.0,b,152.915984,-31.4676635,
1250,cn-cable3338948-t2,11.0,b,152.914715,-31.4667364,
1251,cn-cable3338876-t2,11.0,b,152.913476,-31.4669859,
1252,cn-cable3339125-t2,11.0,b,152.911877,-31.4676857,
1253,cn-cable3338323-t2,11.0,b,152.921661,-31.4680364,
1254,cn-cable3338468-t2,11.0,b,152.905192,-31.4658209,
1255,cn-cable3336361-t2,11.0,b,152.922037,-31.4691609,
1256,cn-geo_schematic_cable22959-t1,11.0,b,152.922366,-31.4684306,
1257,cn-cable3338854-t2,11.0,b,152.911653,-31.4663659,
1258,cn-cable2727645-t2,11.0,b,152.922609,-31.4701676,
1259,cn-busbar87058-t2,11.0,b,152.895529,-31.4649456,
1260,cn-cable1132583-t2,11.0,b,152.9115,-31.4666464,
1261,cn-cable3338995-t2,11.0,b,152.915922,-31.4670724,
