,name,vn_kv,type,zone,in_service,x,y,coords
961,node57578187,11.0,b,,True,152.90738,-31.4663214,
962,cn-cable3336389-t2,11.0,b,,True,152.921393,-31.4715593,
963,node23121435,11.0,b,,True,152.912345,-31.4671415,
964,cubicle35711,11.0,b,,True,152.920849,-31.4688676,
965,cn-cable3339031-t2,11.0,b,,True,152.917642,-31.4680351,
966,cn-geo_schematic_cable27941-t1,11.0,b,,True,152.9124,-31.4676307,
967,node173091624,11.0,b,,True,152.895599,-31.4649235,
968,cn-cable3977142-t2,11.0,b,,True,152.920898,-31.4722884,
969,cn-geo_schematic_cable36502-t2,11.0,b,,True,152.894173,-31.4632777,
970,cn-geo_schematic_cable196966-t2,11.0,b,,True,152.921537,-31.4681647,
971,cn-geo_schematic_cable380327-t2,11.0,b,,True,152.895612,-31.4649198,
972,cubicle45981,11.0,b,,True,152.921795,-31.4706225,
973,cn-cable3338941-t2,11.0,b,,True,152.914594,-31.4672211,
974,cn-cable3338205-t2,11.0,b,,True,152.914291,-31.4684476,
975,cn-cable3338222-t2,11.0,b,,True,152.910977,-31.4673646,
976,cn-cable3338932-t2,11.0,b,,True,152.915293,-31.4656528,
977,cn-cable3977132-t2,11.0,b,,True,152.904681,-31.4656979,
978,cn-cable3341614-t2,11.0,b,,True,152.894935,-31.4622644,
979,cn-cable3338926-t2,11.0,b,,True,152.914881,-31.4657172,
980,node57578127,11.0,b,,True,152.91465,-31.4667499,
981,node61343056,11.0,b,,True,152.922346,-31.4677386,
982,cn-cable3338148-t2,11.0,b,,True,152.91695,-31.4684469,
983,cn-simulated23058287_112903-t2,11.0,b,,True,152.89401,-31.4661166,
984,node67193623,11.0,b,,True,152.918584,-31.4683116,
985,cn-cable3338947-t2,11.0,b,,True,152.915585,-31.4668823,
986,cn-busbar85068-t2,11.0,b,,True,152.905846,-31.4653089,
987,cn-cable3338871-t2,11.0,b,,True,152.912485,-31.4665555,
988,cn-cable3338992-t2,11.0,b,,True,152.91595,-31.4665996,
989,cn-busbar85065-t2,11.0,b,,True,152.905914,-31.4653116,
990,node24039677,11.0,b,,True,152.921041,-31.4708742,
991,cn-cable3338648-t2,11.0,b,,True,152.904974,-31.4649512,
992,cn-geo_schematic_cable25610-t2,11.0,b,,True,152.895616,-31.4649294,
993,cn-cable3336713-t2,11.0,b,,True,152.921677,-31.4722299,
994,node65782938,11.0,b,,True,152.912935,-31.4677421,
995,cn-cable3517570-t2,11.0,b,,True,152.919832,-31.4682633,
996,node69935403,11.0,b,,True,152.921545,-31.4720988,
997,cn-geo_schematic_cable34386-t2,11.0,b,,True,152.922274,-31.4712154,
998,cubicle41966,11.0,b,,True,152.906286,-31.4660827,
999,cn-geo_schematic_cable14585-t1,11.0,b,,True,152.914668,-31.4667337,
1000,cn-cable3338207-t2,11.0,b,,True,152.914731,-31.468005,
1001,cn-cable1236610-t1,11.0,b,,True,152.907991,-31.4678585,
1002,cn-cable3339091-t2,11.0,b,,True,152.91727,-31.4670907,
1003,node29539799,11.0,b,,True,152.900928,-31.4666204,
1004,cn-cable3338159-t2,11.0,b,,True,152.916703,-31.4686972,
1005,node71578394,11.0,b,,True,152.913199,-31.4663653,
1006,cubicle37426,11.0,b,,True,152.905821,-31.4652695,
1007,cn-geo_schematic_cable14367-t2,11.0,b,,True,152.906004,-31.4653117,
1008,cn-cable3517710-t2,11.0,b,,True,152.903356,-31.4671235,
1009,cn-cable3339037-t2,11.0,b,,True,152.91664,-31.4678804,
1010,cn-cable3269442-t2,11.0,b,,True,152.921209,-31.471627,
1011,cn-cable3713958-t2,11.0,b,,True,152.922078,-31.4683339,
1012,node74598356,11.0,b,,True,152.912439,-31.4675348,
1013,cn-geo_schematic_cable36510-t2,11.0,b,,True,152.89377,-31.4624034,
1014,cubicle47094,11.0,b,,True,152.914847,-31.4682258,
1015,cubicle37885,11.0,b,,True,152.91516,-31.4655896,
1016,node24039686,11.0,b,,True,152.92108,-31.4708592,
1017,node60063905,11.0,b,,True,152.922277,-31.4712016,
1018,node70361087,11.0,b,,True,152.915981,-31.4676849,
1019,cn-cable3246213-t2,11.0,b,,True,152.89561,-31.4621766,
1020,cn-cable3338910-t2,11.0,b,,True,152.913091,-31.4662835,
1021,cn-cable3336744-t2,11.0,b,,True,152.921423,-31.470042,
1022,cn-cable3339095-t2,11.0,b,,True,152.918436,-31.4682891,
1023,node23398576,11.0,b,,True,152.895667,-31.4649455,
1024,node84338536,11.0,b,,True,152.919017,-31.4706598,
1025,node31975399,11.0,b,,True,152.904991,-31.4632411,
1026,cn-cable3341625-t2,11.0,b,,True,152.894735,-31.4633268,
1027,cn-simulated34701112_113872-t1,11.0,b,,True,152.89587,-31.4616346,
1028,node161553407,11.0,b,,True,152.909593,-31.466457,
1029,cn-cable3338250-t2,11.0,b,,True,152.911163,-31.468318,
1030,cubicle45191,11.0,b,,True,152.907345,-31.4663173,
1031,node23427399,11.0,b,,True,152.904518,-31.4626351,
1032,cn-cable3338477-t2,11.0,b,,True,152.905527,-31.4653943,
1033,cn-cable3338321-t2,11.0,b,,True,152.921384,-31.4682719,
1034,cn-geo_schematic_cable25607-t1,11.0,b,,True,152.895619,-31.4649391,
1035,cn-simulated23032596_100931-t2,11.0,b,,True,152.916343,-31.4677726,
1036,cn-cable3336386-t2,11.0,b,,True,152.922058,-31.4710537,
1037,node29539787,11.0,b,,True,152.899674,-31.4665405,
1038,cn-geo_schematic_cable1840-t2,11.0,b,,True,152.91467,-31.4667244,
1039,cn-busbar355177-t2,11.0,b,,True,152.909572,-31.4664393,
1040,cn-cable3338251-t2,11.0,b,,True,152.911493,-31.4685046,
1041,cn-cable3256247-t2,11.0,b,,True,152.922447,-31.4687158,
1042,node151251899,11.0,b,,True,152.914561,-31.4667554,
1043,cn-cable1219300-t1,11.0,b,,True,152.92193,-31.4685611,
1044,node74192384,11.0,b,,True,152.906113,-31.4652451,
1045,cn-cable3342932-t2,11.0,b,,True,152.91172,-31.4653053,
1046,cn-cable3338472-t2,11.0,b,,True,152.90621,-31.4662107,
1047,cubicle50566,11.0,b,,True,152.920956,-31.4704179,
1048,cubicle41441,11.0,b,,True,152.921683,-31.4712307,
1049,cn-cable3338683-t2,11.0,b,,True,152.907091,-31.4655455,
1050,cn-cable1152508-t2,11.0,b,,True,152.922605,-31.4705887,
1051,node24068798,11.0,b,,True,152.914802,-31.4667975,
1052,cn-cable3341613-t2,11.0,b,,True,152.894728,-31.4623112,
1053,cn-busbar254971-t2,11.0,b,,True,152.918991,-31.4706109,
1054,cn-geo_schematic_cable235942-t2,11.0,b,,True,152.915984,-31.4676635,
1055,cn-cable1201724-t2,11.0,b,,True,152.900198,-31.4670792,
1056,node84281688,11.0,b,,True,152.895608,-31.4621771,
1057,node60264076,11.0,b,,True,152.894179,-31.4632651,
1058,cn-cable3338920-t2,11.0,b,,True,152.914,-31.4663218,
1059,cubicle40579,11.0,b,,True,152.913162,-31.4678096,
1060,cn-busbar87095-t2,11.0,b,,True,152.896037,-31.4675054,
1061,cn-cable3339036-t2,11.0,b,,True,152.916839,-31.4679112,
1062,cn-cable3339041-t2,11.0,b,,True,152.915163,-31.4676525,
1063,cn-cable3338863-t2,11.0,b,,True,152.912182,-31.4664961,
1064,cn-cable3336402-t2,11.0,b,,True,152.921953,-31.4714111,
1065,node67195932,11.0,b,,True,152.907773,-31.466393,
1066,cubicle36743,11.0,b,,True,152.915207,-31.4656251,
1067,node67195187,11.0,b,,True,152.904893,-31.4658103,
1068,cn-geo_schematic_cable27942-t2,11.0,b,,True,152.9124,-31.4676205,
1069,cn-cable3338181-t2,11.0,b,,True,152.915252,-31.4690406,
1070,cn-busbar251716-t2,11.0,b,,True,152.89365,-31.4661073,
1071,cn-cable3338179-t2,11.0,b,,True,152.915568,-31.4687194,
1072,cn-busbar251728-t1,11.0,b,,True,152.896034,-31.4675007,
1073,cn-cable3339048-t2,11.0,b,,True,152.91638,-31.4670637,
1074,node57577377,11.0,b,,True,152.906024,-31.4652982,
1075,cn-cable3338174-t2,11.0,b,,True,152.91599,-31.4685731,
1076,cn-cable3336714-t2,11.0,b,,True,152.921606,-31.4724037,
1077,cn-cable3338255-t2,11.0,b,,True,152.912412,-31.4685098,
1078,cn-cable3338943-t2,11.0,b,,True,152.915168,-31.4672905,
1079,cn-cable3336328-t2,11.0,b,,True,152.92069,-31.4709704,
1080,cn-geo_schematic_cable233327-t1,11.0,b,,True,152.89561,-31.4621766,
1081,cn-cable3338855-t2,11.0,b,,True,152.911366,-31.4664672,
1082,cn-cable3338998-t2,11.0,b,,True,152.915843,-31.4674028,
1083,cn-cable1508102-t1,11.0,b,,True,152.901546,-31.4666928,
1084,node71243238,11.0,b,,True,152.895596,-31.4621629,
1085,cn-cable1159589-t2,11.0,b,,True,152.919092,-31.467863,
1086,cn-busbar87086-t1,11.0,b,,True,152.896034,-31.4675042,
1087,cn-cable3338210-t2,11.0,b,,True,152.913157,-31.4675792,
1088,cn-cable3339097-t2,11.0,b,,True,152.911332,-31.4680778,
1089,node69876732,11.0,b,,True,152.911368,-31.4675077,
1090,cubicle36841,11.0,b,,True,152.921065,-31.468706,
1091,cn-cable3338956-t2,11.0,b,,True,152.91581,-31.4660247,
1092,cn-cable3339671-t2,11.0,b,,True,152.918824,-31.4682177,
1093,cn-cable1194928-t2,11.0,b,,True,152.920842,-31.468948,
1094,cn-cable3338228-t2,11.0,b,,True,152.910777,-31.4681492,
1095,node57578109,11.0,b,,True,152.914673,-31.4667639,
1096,cn-simulated74092492_199824-t1,11.0,b,,True,152.897784,-31.4666787,
1097,cn-cable3338915-t2,11.0,b,,True,152.913492,-31.466187,
1098,cn-cable3338189-t2,11.0,b,,True,152.914471,-31.4689239,
1099,cn-cable3336741-t2,11.0,b,,True,152.920949,-31.4705499,
1100,cn-cable3338660-t2,11.0,b,,True,152.905606,-31.4650968,
1101,node29539518,11.0,b,,True,152.896532,-31.4628974,
1102,cn-cable3336728-t2,11.0,b,,True,152.920948,-31.4708722,
1103,cubicle47979,11.0,b,,True,152.906853,-31.4650101,
1104,cn-geo_schematic_cable22427-t1,11.0,b,,True,152.920951,-31.4708611,
1105,node67194756,11.0,b,,True,152.905757,-31.465252,
1106,cn-cable1191398-t2,11.0,b,,True,152.921181,-31.46868,
1107,cn-cable3336726-t2,11.0,b,,True,152.921798,-31.4711394,
1108,cn-cable1236611-t2,11.0,b,,True,152.909215,-31.4680196,
1109,cn-cable3336710-t2,11.0,b,,True,152.921558,-31.4720249,
1110,cn-cable1224849-t2,11.0,b,,True,152.897784,-31.4666787,
1111,cn-cable3338687-t2,11.0,b,,True,152.9065,-31.4650016,
1112,cn-cable3338907-t2,11.0,b,,True,152.913207,-31.4664618,
1113,cn-geo_schematic_cable22431-t1,11.0,b,,True,152.920941,-31.4708425,
1114,cn-geo_schematic_cable14368-t1,11.0,b,,True,152.906012,-31.4652941,
1115,cn-cable3338153-t2,11.0,b,,True,152.917699,-31.4686339,
1116,cn-cable3336384-t2,11.0,b,,True,152.921735,-31.4707072,
1117,cn-cable3336380-t2,11.0,b,,True,152.921944,-31.4705391,
1118,cn-cable3341083-t2,11.0,b,,True,152.897818,-31.4666451,
1119,node29539432,11.0,b,,True,152.896388,-31.4606722,
1120,cn-cable3338173-t2,11.0,b,,True,152.916248,-31.4686185,
1121,cn-cable3295683-t1,11.0,b,,True,152.915968,-31.4676743,
1122,node84338515,11.0,b,,True,152.919042,-31.4705945,
1123,cn-geo_schematic_cable1841-t2,11.0,b,,True,152.914661,-31.4667616,
1124,cn-cable1237990-t1,11.0,b,,True,152.914462,-31.4674529,
1125,cn-cable3341640-t2,11.0,b,,True,152.894064,-31.4631692,
1126,cn-geo_schematic_cable14586-t1,11.0,b,,True,152.914665,-31.466743,
1127,cn-cable3339043-t2,11.0,b,,True,152.915081,-31.4655741,
1128,cn-cable3338912-t2,11.0,b,,True,152.913242,-31.4661271,
1129,cn-cable3256246-t2,11.0,b,,True,152.92222,-31.4686836,
1130,cn-cable3336353-t2,11.0,b,,True,152.920959,-31.4699874,
1131,cn-cable3338662-t2,11.0,b,,True,152.905946,-31.4652594,
1132,cn-busbar355182-t1,11.0,b,,True,152.909572,-31.4664393,
1133,cn-cable3338929-t2,11.0,b,,True,152.91516,-31.4655272,
1134,cn-cable3338481-t2,11.0,b,,True,152.904714,-31.4652047,
1135,cubicle35495,11.0,b,,True,152.907335,-31.4656973,
1136,cn-simulated29539706_245936-t2,11.0,b,,True,152.901546,-31.4666928,
1137,cn-cable3338664-t2,11.0,b,,True,152.906279,-31.4654919,
1138,cn-cable3338748-t2,11.0,b,,True,152.907438,-31.465606,
1139,cn-geo_schematic_cable233327-t2,11.0,b,,True,152.8956,-31.4621954,
1140,cn-cable3338285-t2,11.0,b,,True,152.920228,-31.4683935,
1141,node29539610,11.0,b,,True,152.896698,-31.462327,
1142,cn-cable3338853-t2,11.0,b,,True,152.911691,-31.4661793,
1143,node102021130,11.0,b,,True,152.917665,-31.4686577,
1144,cubicle49109,11.0,b,,True,152.90662,-31.4650241,
1145,cn-cable3338485-t2,11.0,b,,True,152.905033,-31.4633955,
1146,cn-cable3338640-t2,11.0,b,,True,152.904793,-31.4645919,
1147,cn-geo_schematic_cable34381-t2,11.0,b,,True,152.922031,-31.4730392,
1148,cn-geo_schematic_cable27947-t2,11.0,b,,True,152.9124,-31.4676409,
1149,node102516458,11.0,b,,True,152.912681,-31.4681428,
1150,cn-cable3336709-t2,11.0,b,,True,152.921302,-31.4721843,
1151,cn-cable2122109-t2,11.0,b,,True,152.895891,-31.4611846,
1152,cn-cable3341623-t2,11.0,b,,True,152.894735,-31.4630845,
1153,cn-cable3338329-t2,11.0,b,,True,152.921686,-31.4701253,
1154,cn-cable3336388-t2,11.0,b,,True,152.92228,-31.4709095,
1155,cn-cable3338939-t2,11.0,b,,True,152.914676,-31.4668775,
1156,cn-cable1132583-t2,11.0,b,,True,152.9115,-31.4666464,
1157,cn-geo_schematic_cable34375-t2,11.0,b,,True,152.920206,-31.4712916,
1158,cn-cable3338906-t2,11.0,b,,True,152.914265,-31.4667238,
1159,cn-geo_schematic_cable27524-t2,11.0,b,,True,152.914668,-31.4667337,
1160,cn-geo_schematic_cable27950-t1,11.0,b,,True,152.9124,-31.4676409,
1161,cn-cable3338874-t2,11.0,b,,True,152.91245,-31.466725,
1162,cn-simulated23052190_40598-t2,11.0,b,,True,152.922693,-31.4700954,
1163,node37903059,11.0,b,,True,152.893704,-31.4659921,
1164,cn-cable3339127-t2,11.0,b,,True,152.911664,-31.467644,
1165,node149684990,11.0,b,,True,152.920927,-31.4708478,
1166,cn-cable3336362-t2,11.0,b,,True,152.921621,-31.4690899,
1167,cn-cable3338216-t2,11.0,b,,True,152.912259,-31.4674116,
1168,cn-geo_schematic_cable23102-t2,11.0,b,,True,152.922378,-31.4684294,
1169,cn-cable3338188-t2,11.0,b,,True,152.914516,-31.4687495,
1170,cn-cable3338663-t2,11.0,b,,True,152.906113,-31.465371,
1171,cn-cable3338470-t2,11.0,b,,True,152.905554,-31.4659744,
1172,cn-cable3336716-t2,11.0,b,,True,152.921581,-31.4728009,
1173,node57578106,11.0,b,,True,152.914683,-31.4667267,
1174,cn-cable3713956-t2,11.0,b,,True,152.921891,-31.4680304,
1175,cn-cable3336387-t2,11.0,b,,True,152.922464,-31.4706991,
1176,cn-busbar87061-t2,11.0,b,,True,152.895559,-31.4649602,
1177,node59312972,11.0,b,,True,152.922392,-31.46844,
1178,cn-cable3341621-t2,11.0,b,,True,152.894362,-31.4628666,
1179,cn-busbar88081-t2,11.0,b,,True,152.914658,-31.4667709,
1180,cn-cable3338902-t2,11.0,b,,True,152.914273,-31.4671802,
1181,cn-cable2727649-t2,11.0,b,,True,152.922445,-31.4692641,
1182,cn-simulated103968618_324538-t2,11.0,b,,True,152.91839,-31.4680659,
1183,cn-cable3339121-t2,11.0,b,,True,152.912232,-31.4682659,
1184,cn-cable3338953-t2,11.0,b,,True,152.915678,-31.4663081,
1185,cn-cable3338483-t2,11.0,b,,True,152.904427,-31.4626327,
1186,cn-cable3338484-t2,11.0,b,,True,152.905096,-31.4630903,
1187,cn-cable3338999-t2,11.0,b,,True,152.918131,-31.4681299,
1188,cn-cable3338936-t2,11.0,b,,True,152.91488,-31.4663333,
1189,cn-cable3339030-t2,11.0,b,,True,152.917872,-31.46807,
1190,cn-geo_schematic_cable380328-t1,11.0,b,,True,152.895612,-31.4649198,
1191,cn-cable3368615-t1,11.0,b,,True,152.909215,-31.4680196,
1192,cn-cable3338850-t2,11.0,b,,True,152.911258,-31.4666209,
1193,cn-cable3338746-t2,11.0,b,,True,152.907411,-31.4659438,
1194,cn-cable3338147-t2,11.0,b,,True,152.915974,-31.4682848,
1195,cn-cable3338872-t2,11.0,b,,True,152.912414,-31.4668907,
1196,cn-cable3338254-t2,11.0,b,,True,152.911831,-31.4686941,
1197,cn-cable3338157-t2,11.0,b,,True,152.917108,-31.46874,
1198,cn-geo_schematic_cable36513-t2,11.0,b,,True,152.893759,-31.4624186,
1199,cn-cable3338217-t2,11.0,b,,True,152.911723,-31.4673679,
1200,cn-cable3338994-t2,11.0,b,,True,152.915957,-31.4669039,
1201,cn-cable3336360-t2,11.0,b,,True,152.922224,-31.4692199,
1202,cn-busbar87085-t2,11.0,b,,True,152.896034,-31.4675042,
1203,cn-cable3338935-t2,11.0,b,,True,152.914974,-31.466156,
1204,node57578136,11.0,b,,True,152.914655,-31.4667313,
1205,node83235357,11.0,b,,True,152.896031,-31.4674909,
1206,cn-cable3338858-t2,11.0,b,,True,152.911767,-31.4658063,
1207,cn-busbar251729-t2,11.0,b,,True,152.896031,-31.4674923,
1208,cn-cable3338940-t2,11.0,b,,True,152.914636,-31.4670434,
1209,cn-cable3338211-t2,11.0,b,,True,152.913366,-31.4676282,
1210,cn-cable3339093-t2,11.0,b,,True,152.918584,-31.4684228,
1211,cn-cable1236568-t1,11.0,b,,True,152.916343,-31.4677726,
1212,cn-simulated23378216_40739-t2,11.0,b,,True,152.914462,-31.4674529,
1213,cn-cable3338468-t2,11.0,b,,True,152.905192,-31.4658209,
1214,cn-simulated23121435_58681-t2,11.0,b,,True,152.912351,-31.4671489,
1215,cn-geo_schematic_cable69622-t1,11.0,b,,True,152.914663,-31.4667523,
1216,cn-cable3338467-t2,11.0,b,,True,152.905375,-31.4658951,
1217,cn-cable3338959-t2,11.0,b,,True,152.915984,-31.466171,
1218,cn-cable3338669-t2,11.0,b,,True,152.906605,-31.4662907,
1219,cubicle33447,11.0,b,,True,152.921516,-31.4691803,
1220,cn-geo_schematic_cable14578-t1,11.0,b,,True,152.906004,-31.4653117,
1221,node71578846,11.0,b,,True,152.915095,-31.4673387,
1222,cn-cable2797799-t2,11.0,b,,True,152.922689,-31.4701007,
1223,cn-cable3339038-t2,11.0,b,,True,152.915641,-31.4677264,
1224,node102517050,11.0,b,,True,152.914193,-31.4691053,
1225,cn-cable3338322-t2,11.0,b,,True,152.921916,-31.468313,
1226,cn-cable3341628-t2,11.0,b,,True,152.894196,-31.4633567,
1227,cn-cable3336381-t2,11.0,b,,True,152.922089,-31.4700814,
1228,cn-cable2937658-t2,11.0,b,,True,152.907991,-31.4678585,
1229,cn-simulated23232416_101377-t2,11.0,b,,True,152.895961,-31.4663873,
1230,cn-busbar355183-t2,11.0,b,,True,152.909518,-31.4664394,
1231,cn-cable3338852-t2,11.0,b,,True,152.911572,-31.4667606,
1232,cn-cable3338649-t2,11.0,b,,True,152.905405,-31.4650354,
1233,cn-cable3255759-t2,11.0,b,,True,152.914604,-31.4675663,
1234,cn-cable3338954-t2,11.0,b,,True,152.915611,-31.4660729,
1235,node67195508,11.0,b,,True,152.906484,-31.4659244,
1236,cn-cable3336323-t2,11.0,b,,True,152.920513,-31.4716359,
1237,cn-cable4185370-t2,11.0,b,,True,152.897908,-31.4666558,
1238,cn-cable3336715-t2,11.0,b,,True,152.921407,-31.4726992,
1239,cn-busbar83732-t2,11.0,b,,True,152.92106,-31.4708667,
1240,cn-cable3255756-t2,11.0,b,,True,152.91624,-31.4678188,
1241,cn-busbar83735-t2,11.0,b,,True,152.921038,-31.4708237,
1242,cn-busbar87065-t2,11.0,b,,True,152.895621,-31.4649457,
1243,cn-cable3336367-t2,11.0,b,,True,152.921861,-31.4698967,
1244,cn-cable3338257-t2,11.0,b,,True,152.912549,-31.4683839,
1245,cn-cable3338182-t2,11.0,b,,True,152.915192,-31.4687556,
1246,cn-cable3338916-t2,11.0,b,,True,152.913719,-31.4662414,
1247,cn-cable3713955-t2,11.0,b,,True,152.921531,-31.4679151,
1248,cn-cable3338229-t2,11.0,b,,True,152.91132,-31.4683903,
1249,cn-geo_schematic_cable137654-t2,11.0,b,,True,152.907383,-31.4663081,
1250,cn-cable3336718-t2,11.0,b,,True,152.921771,-31.4728947,
1251,cn-cable3269444-t2,11.0,b,,True,152.921032,-31.4717009,
1252,cn-cable3338856-t2,11.0,b,,True,152.911729,-31.4659927,
1253,cn-cable3338918-t2,11.0,b,,True,152.913862,-31.4663358,
1254,cn-cable3338489-t2,11.0,b,,True,152.904861,-31.4642541,
1255,node29539569,11.0,b,,True,152.897271,-31.4638616,
1256,cn-cable3338913-t2,11.0,b,,True,152.913336,-31.4661787,
1257,cn-geo_schematic_cable380326-t2,11.0,b,,True,152.895608,-31.4649101,
1258,cn-cable3338740-t2,11.0,b,,True,152.906827,-31.4648917,
1259,node69936363,11.0,b,,True,152.912346,-31.4668195,
1260,cn-cable3336368-t2,11.0,b,,True,152.921449,-31.4696724,
1261,node173091623,11.0,b,,True,152.895621,-31.4649064,
